"","term","kana","pos","value"
"52562","不貞る","ふてる","動詞",-0.982383
"52563","疎遠","そえん","名詞",-0.982398
"52564","敗北","はいぼく","名詞",-0.982408
"52565","仏滅","ぶつめつ","名詞",-0.982414
"52566","焦がれ死","こがれじに","名詞",-0.982423
"52567","妖星","ようせい","名詞",-0.982447
"52568","違和","いわ","名詞",-0.982463
"52569","忌辰","きしん","名詞",-0.982468
"52570","逮夜","たいや","名詞",-0.982476
"52571","虚脱","きょだつ","名詞",-0.982488
"52572","早死","はやじに","名詞",-0.9825
"52573","略叙","りゃくじょ","名詞",-0.982526
"52574","失神","しっしん","名詞",-0.982529
"52575","生える","はえる","動詞",-0.982531
"52576","日和見主義","ひよりみしゅぎ","名詞",-0.982538
"52577","遅遅","ちち","名詞",-0.982555
"52578","死線","しせん","名詞",-0.982569
"52579","誤る","あやまる","動詞",-0.982576
"52580","音痴","おんち","名詞",-0.982585
"52581","洗脳","せんのう","名詞",-0.982622
"52582","苛立たしい","いらだたしい","形容詞",-0.982663
"52583","寝穢い","いぎたない","形容詞",-0.982666
"52584","死に急ぐ","しにいそぐ","動詞",-0.982676
"52585","備荒","びこう","名詞",-0.982683
"52586","苦渋","くじゅう","名詞",-0.98269
"52587","お世辞","おせじ","名詞",-0.982693
"52588","低迷","ていめい","名詞",-0.982722
"52589","業","ごう","名詞",-0.982726
"52590","倉皇","そうこう","名詞",-0.982767
"52591","ぴりぴり","ぴりぴり","副詞",-0.982769
"52592","赤信号","あかしんごう","名詞",-0.982779
"52593","気苦労","きぐろう","名詞",-0.982803
"52594","蕎麦","そば","名詞",-0.982811
"52595","簒奪","さんだつ","名詞",-0.98282
"52596","妬ましい","ねたましい","形容詞",-0.982843
"52597","炎熱","えんねつ","名詞",-0.982847
"52598","背中合せ","せなかあわせ","名詞",-0.982848
"52599","腰弱","こしよわ","名詞",-0.982854
"52600","秘文","ひもん","名詞",-0.982869
"52601","胃病","いびょう","名詞",-0.982888
"52602","あざとい","あざとい","形容詞",-0.982936
"52603","飼殺し","かいごろし","名詞",-0.982939
"52604","死神","しにがみ","名詞",-0.982939
"52605","労咳","ろうがい","名詞",-0.982961
"52606","中口","なかぐち","名詞",-0.982969
"52607","誤読","ごどく","名詞",-0.982971
"52608","両舌","りょうぜつ","名詞",-0.98302
"52609","料理","りょうり","名詞",-0.983048
"52610","腰砕け","こしくだけ","名詞",-0.983062
"52611","見せびらかす","みせびらかす","動詞",-0.983078
"52612","膏肓","こうこう","名詞",-0.983087
"52613","悪弊","あくへい","名詞",-0.9831
"52614","驕る","おごる","動詞",-0.983109
"52615","天魔","てんま","名詞",-0.98312
"52616","角番","かどばん","名詞",-0.983123
"52617","がたぴし","がたぴし","名詞",-0.983142
"52618","左前","ひだりまえ","名詞",-0.983146
"52619","軽傷","けいしょう","名詞",-0.983159
"52620","もじもじ","もじもじ","副詞",-0.983162
"52621","過大","かだい","名詞",-0.983215
"52622","水牢","みずろう","名詞",-0.983238
"52623","片腹痛い","かたはらいたい","形容詞",-0.983241
"52624","嗜眠","しみん","名詞",-0.983241
"52625","ドン　ファン","ドン　ファン","名詞",-0.983243
"52626","イエロー","イエローカード","名詞",-0.983253
"52627","駄犬","だけん","名詞",-0.983256
"52628","病没","びょうぼつ","名詞",-0.983275
"52629","金槌頭","かなづちあたま","名詞",-0.983285
"52630","危急","ききゅう","名詞",-0.983285
"52631","胃拡張","いかくちょう","名詞",-0.983295
"52632","生埋め","いきうめ","名詞",-0.983298
"52633","悪感情","あくかんじょう","名詞",-0.983304
"52634","嘆かわしい","なげかわしい","形容詞",-0.983305
"52635","死金","しにがね","名詞",-0.983319
"52636","女女しい","めめしい","形容詞",-0.98332
"52637","二度手間","にどでま","名詞",-0.983321
"52638","厳しい","いかめしい","形容詞",-0.983324
"52639","青臭い","あおくさい","形容詞",-0.98334
"52640","奇矯","ききょう","名詞",-0.983352
"52641","食用","しょくよう","名詞",-0.983365
"52642","僻事","ひがごと","名詞",-0.983396
"52643","失う","うしなう","動詞",-0.983402
"52644","鬱積","うっせき","名詞",-0.983412
"52645","難件","なんけん","名詞",-0.983419
"52646","享年","きょうねん","名詞",-0.983431
"52647","鬱鬱","うつうつ","名詞",-0.983433
"52648","買言葉","かいことば","名詞",-0.983453
"52649","邪神","じゃしん","名詞",-0.983457
"52650","色","しょく","名詞",-0.983463
"52651","熱射病","ねっしゃびょう","名詞",-0.983483
"52652","色仕掛け","いろじかけ","名詞",-0.983485
"52653","札付","ふだつき","名詞",-0.98349
"52654","忌詞","いみことば","名詞",-0.983498
"52655","遺恨","いこん","名詞",-0.983533
"52656","圧殺","あっさつ","名詞",-0.983552
"52657","たじたじ","たじたじ","名詞",-0.983556
"52658","邪教","じゃきょう","名詞",-0.983563
"52659","荒れ模様","あれもよう","名詞",-0.983568
"52660","悄悄","しょうしょう","名詞",-0.983571
"52661","照れ臭い","てれくさい","形容詞",-0.983599
"52662","案じ","あんじ","名詞",-0.983601
"52663","脳軟化症","のうなんかしょう","名詞",-0.983623
"52664","笑止千万","しょうしせんばん","名詞",-0.983631
"52665","邪説","じゃせつ","名詞",-0.983631
"52666","馬鹿騒ぎ","ばかさわぎ","名詞",-0.983634
"52667","ファシスト","ファシスト","名詞",-0.983651
"52668","苦役","くえき","名詞",-0.983656
"52669","衒気","げんき","名詞",-0.983691
"52670","スラム","スラム","名詞",-0.983697
"52671","讒言","ざんげん","名詞",-0.983705
"52672","戦死","せんし","名詞",-0.983708
"52673","空気伝染","くうきでんせん","名詞",-0.983713
"52674","婦人病","ふじんびょう","名詞",-0.983718
"52675","押し付けがましい","おしつけがましい","形容詞",-0.983729
"52676","弱国","じゃっこく","名詞",-0.983736
"52677","ぷいと","ぷいと","副詞",-0.983755
"52678","弱化","じゃっか","名詞",-0.983774
"52679","暗雲","あんうん","名詞",-0.983775
"52680","スランプ","スランプ","名詞",-0.983846
"52681","窮乏","きゅうぼう","名詞",-0.983849
"52682","業報","ごうほう","名詞",-0.983878
"52683","幽愁","ゆうしゅう","名詞",-0.983882
"52684","薨ずる","こうずる","動詞",-0.983891
"52685","増上慢","ぞうじょうまん","名詞",-0.983896
"52686","狂死","くるいじに","名詞",-0.983916
"52687","息苦しい","いきぐるしい","形容詞",-0.983922
"52688","浮かぬ顔","うかぬかお","名詞",-0.98393
"52689","じまん","じまんたらしい","形容詞",-0.983943
"52690","帯代裸","おびしろはだか","名詞",-0.983953
"52691","精神薄弱","せいしんはくじゃく","名詞",-0.983967
"52692","尤もらしい","もっともらしい","形容詞",-0.983996
"52693","不消化","ふしょうか","名詞",-0.984037
"52694","皮癬","ひぜん","名詞",-0.984045
"52695","憂愁","ゆうしゅう","名詞",-0.98406
"52696","悪行","あくぎょう","名詞",-0.984067
"52697","白白しい","しらじらしい","形容詞",-0.984072
"52698","内気","うちき","名詞",-0.984074
"52699","ちょろい","ちょろい","形容詞",-0.984082
"52700","幼","よう","名詞",-0.984087
"52701","悪たれる","あくたれる","動詞",-0.984108
"52702","騒擾","そうじょう","名詞",-0.98413
"52703","獄衣","ごくい","名詞",-0.984155
"52704","病毒","びょうどく","名詞",-0.984166
"52705","羨ましい","うらやましい","形容詞",-0.984182
"52706","島国根性","しまぐにこんじょう","名詞",-0.984184
"52707","粗景","そけい","名詞",-0.984209
"52708","時弊","じへい","名詞",-0.984241
"52709","かすかす","かすかす","名詞",-0.984243
"52710","淑女","しゅくじょ","名詞",-0.984277
"52711","言葉","ことば","名詞",-0.984295
"52712","古傷","ふるきず","名詞",-0.984361
"52713","盗汗","とうかん","名詞",-0.984362
"52714","苦肉","くにく","名詞",-0.984366
"52715","不承知","ふしょうち","名詞",-0.984376
"52716","もったい","もったいらしい","形容詞",-0.984379
"52717","自大","じだい","名詞",-0.984413
"52718","かんじょう高い","かんじょうだかい","形容詞",-0.984439
"52719","鬱気","うっき","名詞",-0.984464
"52720","不毛","ふもう","名詞",-0.984504
"52721","気掛り","きがかり","名詞",-0.984507
"52722","三途の川","さんずのかわ","名詞",-0.984512
"52723","ぶり返す","ぶりかえす","動詞",-0.984519
"52724","悄然","しょうぜん","名詞",-0.984522
"52725","大俗","だいぞく","名詞",-0.984545
"52726","長逝","ちょうせい","名詞",-0.984549
"52727","永逝","えいせい","名詞",-0.984549
"52728","死期","しき","名詞",-0.984555
"52729","乳臭い","ちちくさい","形容詞",-0.984556
"52730","洒落臭い","しゃらくさい","形容詞",-0.984563
"52731","筆誅","ひっちゅう","名詞",-0.984569
"52732","療養","りょうよう","名詞",-0.98457
"52733","荒亡","こうぼう","名詞",-0.984599
"52734","逆賊","ぎゃくぞく","名詞",-0.984614
"52735","もぞもぞ","もぞもぞ","副詞",-0.984638
"52736","救荒","きゅうこう","名詞",-0.98464
"52737","原子病","げんしびょう","名詞",-0.984643
"52738","青侍","あおざむらい","名詞",-0.984693
"52739","天変地異","てんぺんちい","名詞",-0.984705
"52740","野郎","やろう","名詞",-0.984715
"52741","大水","おおみず","名詞",-0.984719
"52742","語弊","ごへい","名詞",-0.984727
"52743","非常時","ひじょうじ","名詞",-0.984732
"52744","祓い清める","はらいきよめる","動詞",-0.984735
"52745","後遺症","こういしょう","名詞",-0.984765
"52746","亜流","ありゅう","名詞",-0.984774
"52747","時化","しけ","名詞",-0.984781
"52748","風害","ふうがい","名詞",-0.984796
"52749","暴落","ぼうらく","名詞",-0.984796
"52750","後患","こうかん","名詞",-0.984799
"52751","神罰","しんばつ","名詞",-0.984809
"52752","作違い","さくちがい","名詞",-0.984812
"52753","がっくり","がっくり","副詞",-0.984834
"52754","索漠","さくばく","名詞",-0.984835
"52755","しけこむ","しけこむ","動詞",-0.984838
"52756","微力","びりょく","名詞",-0.984842
"52757","其の日暮し","そのひぐらし","名詞",-0.984842
"52758","眼疾","がんしつ","名詞",-0.984844
"52759","欲念","よくねん","名詞",-0.98486
"52760","劫火","ごうか","名詞",-0.984869
"52761","苦闘","くとう","名詞",-0.984911
"52762","すげない","すげない","形容詞",-0.984914
"52763","宿弊","しゅくへい","名詞",-0.98492
"52764","苦海","くかい","名詞",-0.984943
"52765","原罪","げんざい","名詞",-0.984946
"52766","ぎゅうぎゅう","ぎゅうぎゅう","副詞",-0.984951
"52767","けばけば","けばけば","名詞",-0.984954
"52768","腸満","ちょうまん","名詞",-0.984957
"52769","聞外す","ききはずす","動詞",-0.984968
"52770","底気味","そこきみ","名詞",-0.984982
"52771","入院","にゅういん","名詞",-0.984987
"52772","熱っぽい","ねつっぽい","形容詞",-0.98502
"52773","陰地","かげち","名詞",-0.985024
"52774","死に絶える","しにたえる","動詞",-0.985037
"52775","色めく","いろめく","動詞",-0.985046
"52776","窮する","きゅうする","動詞",-0.985059
"52777","毒する","どくする","動詞",-0.985071
"52778","短命","たんめい","名詞",-0.985072
"52779","ナチズム","ナチズム","名詞",-0.985084
"52780","犬死","いぬじに","名詞",-0.985085
"52781","悪ふざけ","わるふざけ","名詞",-0.985108
"52782","酔払い","よっぱらい","名詞",-0.985123
"52783","疝気","せんき","名詞",-0.985124
"52784","仇する","あだする","動詞",-0.985139
"52785","詐称","さしょう","名詞",-0.98517
"52786","敵対","てきたい","名詞",-0.985182
"52787","不出来","ふでき","名詞",-0.98521
"52788","筋腫","きんしゅ","名詞",-0.985226
"52789","劇薬","げきやく","名詞",-0.985228
"52790","虚像","きょぞう","名詞",-0.985245
"52791","胃下垂","いかすい","名詞",-0.985251
"52792","旧弊","きゅうへい","名詞",-0.985293
"52793","ずんぐり","ずんぐり","副詞",-0.985301
"52794","白血病","はっけつびょう","名詞",-0.985303
"52795","悪相","あくそう","名詞",-0.985308
"52796","衒う","てらう","動詞",-0.985319
"52797","浮河竹","うきかわたけ","名詞",-0.985324
"52798","荒天","こうてん","名詞",-0.985324
"52799","朽果てる","くちはてる","動詞",-0.985339
"52800","思い込む","おもいこむ","動詞",-0.985347
"52801","いかん","いかん","名詞",-0.985348
"52802","胸痛","きょうつう","名詞",-0.985357
"52803","山家者","やまがもの","名詞",-0.98538
"52804","浮名","うきな","名詞",-0.985384
"52805","危害","きがい","名詞",-0.985401
"52806","下座","しもざ","名詞",-0.985413
"52807","先考","せんこう","名詞",-0.985414
"52808","薨去","こうきょ","名詞",-0.985416
"52809","そそっかしい","そそっかしい","形容詞",-0.985417
"52810","横暴","おうぼう","名詞",-0.985425
"52811","だぶだぶ","だぶだぶ","副詞",-0.98543
"52812","新前","しんまえ","名詞",-0.985442
"52813","瘴癘","しょうれい","名詞",-0.98546
"52814","方忌","かたいみ","名詞",-0.985468
"52815","高潮","たかしお","名詞",-0.985484
"52816","ごたつく","ごたつく","動詞",-0.985488
"52817","愚連隊","ぐれんたい","名詞",-0.985488
"52818","力負け","ちからまけ","名詞",-0.985492
"52819","きな臭い","きなくさい","形容詞",-0.985502
"52820","悪用","あくよう","名詞",-0.985502
"52821","掻暮れる","かきくれる","動詞",-0.985505
"52822","脳症","のうしょう","名詞",-0.98551
"52823","急患","きゅうかん","名詞",-0.985513
"52824","涙","なみだ","名詞",-0.985522
"52825","泥棒根性","どろぼうこんじょう","名詞",-0.985543
